,Reconciled_Name,Year,count,mean,std,min,CI4%,CI50%,CI96%,max,PlottingGroup,Dimension
14325,Hemophilia,1983,25,0.748556008,0.178368868,0.479605079,0.492452517,0.703213111,1.081238261,1.16904337,genetic,stigmaindex
14350,Hemophilia,1986,25,1.007306252,0.159430502,0.615173981,0.750964721,0.975528958,1.261003807,1.328367293,genetic,stigmaindex
14375,Hemophilia,1989,25,0.982398596,0.151711477,0.616813306,0.720243416,1.019983474,1.181356024,1.236291863,genetic,stigmaindex
14400,Hemophilia,1992,25,0.618355654,0.160917267,0.285646096,0.329612365,0.619730845,0.832727624,0.97075297,genetic,stigmaindex
14425,Hemophilia,1995,25,0.43365734,0.110350286,0.225546896,0.258282614,0.45319362,0.597399678,0.618496954,genetic,stigmaindex
14450,Hemophilia,1998,25,0.675081501,0.168972259,0.363899834,0.45401434,0.687290508,0.902545433,1.143653758,genetic,stigmaindex
14475,Hemophilia,2001,25,0.440432841,0.200911822,0.055571134,0.179495382,0.429493328,0.734984704,0.962456256,genetic,stigmaindex
14500,Hemophilia,2004,25,0.693501714,0.201102676,0.364138916,0.371688909,0.677257694,1.023494673,1.160880029,genetic,stigmaindex
14525,Hemophilia,2007,25,0.251474995,0.15121643,-0.192338899,-0.003276022,0.244800709,0.43242332,0.532904098,genetic,stigmaindex
14550,Hemophilia,2010,25,0.364925708,0.205165277,-0.053668041,0.078501093,0.322286695,0.781586785,0.858840846,genetic,stigmaindex
14575,Hemophilia,2013,25,0.022524071,0.228152142,-0.5478613,-0.276343156,-0.0049343,0.349367115,0.397425886,genetic,stigmaindex
14600,Hemophilia,2016,25,-0.163479324,0.199300537,-0.680213458,-0.472599264,-0.146583216,0.126063855,0.128906142,genetic,stigmaindex
14625,Hepatitis,1980,25,1.841096572,0.192502804,1.4683121,1.504790843,1.89121905,2.102348471,2.266538143,infectious,stigmaindex
14650,Hepatitis,1983,25,1.591613246,0.116243464,1.429524004,1.446364143,1.575182527,1.843973523,1.845074445,infectious,stigmaindex
14675,Hepatitis,1986,25,1.896681883,0.112373446,1.677764386,1.690535163,1.901131809,2.044857821,2.159782052,infectious,stigmaindex
14700,Hepatitis,1989,25,1.502157917,0.12593231,1.246826664,1.312867177,1.54113692,1.691396545,1.709994167,infectious,stigmaindex
14725,Hepatitis,1992,25,1.462527723,0.103231882,1.207599431,1.216876155,1.477910697,1.593266256,1.596039489,infectious,stigmaindex
14750,Hepatitis,1995,25,1.261301251,0.138051173,1.080505759,1.082602803,1.244471923,1.51683954,1.610127628,infectious,stigmaindex
14775,Hepatitis,1998,25,1.175915573,0.126387613,0.972866148,0.986864604,1.168754518,1.337909219,1.453066394,infectious,stigmaindex
14800,Hepatitis,2001,25,0.973367562,0.111466048,0.77393432,0.78715516,0.989323854,1.122356862,1.177961916,infectious,stigmaindex
14825,Hepatitis,2004,25,1.156257502,0.151036562,0.895565227,0.912320138,1.138880655,1.377043945,1.428341672,infectious,stigmaindex
14850,Hepatitis,2007,25,1.46604259,0.13706924,1.220044568,1.263772987,1.452071548,1.701740866,1.78563118,infectious,stigmaindex
14875,Hepatitis,2010,25,1.345086992,0.14742391,1.003993645,1.127296911,1.323328704,1.611016958,1.628028572,infectious,stigmaindex
14900,Hepatitis,2013,25,1.575422806,0.249894365,1.061437383,1.188306985,1.535910696,1.925823702,2.23531875,infectious,stigmaindex
14925,Hepatitis,2016,25,1.250415974,0.140719997,0.965742603,0.978893953,1.259062752,1.441817251,1.512081057,infectious,stigmaindex
14950,Herpes,1980,25,1.592160235,0.198032649,1.259826183,1.316887856,1.608766556,1.912606775,1.93994382,stis,stigmaindex
14975,Herpes,1983,25,1.860187123,0.138847593,1.595730186,1.646869941,1.859422475,2.065708809,2.196116209,stis,stigmaindex
15000,Herpes,1986,25,2.030090287,0.172987224,1.71481654,1.739180011,2.021320552,2.29118863,2.306483716,stis,stigmaindex
15025,Herpes,1989,25,1.799210316,0.161403,1.522119313,1.531336585,1.836062789,2.004604936,2.081652284,stis,stigmaindex
15050,Herpes,1992,25,1.524865888,0.210487458,1.1996243,1.219479556,1.521058336,1.941288717,1.979348361,stis,stigmaindex
15075,Herpes,1995,25,1.598464572,0.169930954,1.190485701,1.245315189,1.618195266,1.833588794,1.942269415,stis,stigmaindex
15100,Herpes,1998,25,1.612688674,0.153629919,1.323825806,1.329792277,1.623250723,1.806626394,1.942276418,stis,stigmaindex
15125,Herpes,2001,25,1.356517889,0.160948663,1.053466678,1.108006852,1.368456915,1.653040527,1.68013832,stis,stigmaindex
15150,Herpes,2004,25,1.851089549,0.201518927,1.56959492,1.588429463,1.861775056,2.149383729,2.177675068,stis,stigmaindex
15175,Herpes,2007,25,1.871187903,0.1446291,1.523663104,1.663880608,1.870217651,2.066392905,2.2127873,stis,stigmaindex
15200,Herpes,2010,25,1.800006644,0.163568106,1.531025097,1.537888648,1.776994944,2.048591419,2.088044554,stis,stigmaindex
15225,Herpes,2013,25,1.602875458,0.147233034,1.263432503,1.340000848,1.620274708,1.783329809,1.82252568,stis,stigmaindex
15250,Herpes,2016,25,1.627478329,0.193821755,1.324889421,1.385177484,1.593358949,1.986960106,2.01167202,stis,stigmaindex
15275,Human_papillomavirus,1980,0,,,,,,,,stis,stigmaindex
15300,Human_papillomavirus,1983,1,0.875725813,,0.875725813,0.875725813,0.875725813,0.875725813,0.875725813,stis,stigmaindex
15325,Human_papillomavirus,1986,22,1.799394979,0.258110493,1.368027434,1.414353073,1.828158304,2.159108799,2.220665932,stis,stigmaindex
15350,Human_papillomavirus,1989,25,1.081250831,0.278736704,0.459667522,0.595504132,1.046964824,1.534940845,1.560897619,stis,stigmaindex
15375,Human_papillomavirus,1992,25,1.589386281,0.180306681,1.233332902,1.244505726,1.56703043,1.942011936,1.94434613,stis,stigmaindex
15400,Human_papillomavirus,1995,25,1.665561253,0.165337461,1.201147005,1.347894437,1.668554306,1.88468701,1.899347693,stis,stigmaindex
15425,Human_papillomavirus,1998,25,1.187198277,0.161228929,0.875647828,0.956665103,1.183098122,1.455564959,1.510281622,stis,stigmaindex
15450,Human_papillomavirus,2001,25,0.683291483,0.171383224,0.371214263,0.429967776,0.702413186,0.917446233,1.052070409,stis,stigmaindex
15475,Human_papillomavirus,2004,25,0.599936208,0.133727667,0.383342285,0.403767061,0.579408236,0.797502753,0.892498121,stis,stigmaindex
15500,Human_papillomavirus,2007,25,0.538657372,0.120791776,0.321540069,0.348171719,0.533381782,0.737159298,0.778390601,stis,stigmaindex
15525,Human_papillomavirus,2010,25,0.757806881,0.147872775,0.521226197,0.555817603,0.740801893,1.038603977,1.157079667,stis,stigmaindex
15550,Human_papillomavirus,2013,25,0.813674137,0.125438758,0.578859143,0.586270762,0.811374322,0.981517245,1.037495419,stis,stigmaindex
15575,Human_papillomavirus,2016,25,0.676462176,0.144629723,0.420334099,0.439579419,0.696638465,0.915441599,0.924869314,stis,stigmaindex
15600,Huntingtons_disease,1980,5,1.280184045,0.493711153,0.706208482,0.763680742,1.174238294,1.935995052,2.034095466,genetic,stigmaindex
15625,Huntingtons_disease,1983,24,1.388064292,0.276286658,0.80784085,0.93726795,1.457414955,1.762148663,1.794964224,genetic,stigmaindex
15650,Huntingtons_disease,1986,25,1.117061802,0.221952111,0.500989579,0.802114497,1.138690665,1.523001528,1.531849384,genetic,stigmaindex
15675,Huntingtons_disease,1989,25,1.32726764,0.259052724,0.640207008,0.986275128,1.352988064,1.725737799,1.746378377,genetic,stigmaindex
15700,Huntingtons_disease,1992,25,0.97195846,0.295460588,0.40520438,0.507993201,0.971880525,1.378783014,1.614958227,genetic,stigmaindex
15725,Huntingtons_disease,1995,25,0.911553967,0.238050471,0.484406093,0.570662561,0.92126577,1.327053789,1.515434712,genetic,stigmaindex
15750,Huntingtons_disease,1998,25,0.293689031,0.228187267,-0.132546637,-0.035419268,0.28468168,0.626567629,0.793312445,genetic,stigmaindex
15775,Huntingtons_disease,2001,25,1.078944105,0.235205624,0.667477734,0.699900418,1.097096331,1.405682777,1.54400298,genetic,stigmaindex
15800,Huntingtons_disease,2004,25,0.657623862,0.156081344,0.351381095,0.416577061,0.685367245,0.886740079,0.93370676,genetic,stigmaindex
15825,Huntingtons_disease,2007,25,0.592837521,0.168700976,0.352268727,0.357970651,0.555194438,0.810389977,1.022871271,genetic,stigmaindex
15850,Huntingtons_disease,2010,25,-0.106665432,0.252931048,-0.603262998,-0.518524233,-0.083754359,0.293807395,0.411388216,genetic,stigmaindex
15875,Huntingtons_disease,2013,25,0.142157928,0.227903952,-0.520767318,-0.159327163,0.149354294,0.454886301,0.595137118,genetic,stigmaindex
15900,Huntingtons_disease,2016,25,-0.616639475,0.193202591,-1.008441687,-0.913722497,-0.635416459,-0.275511139,-0.182629894,genetic,stigmaindex
15925,Hydrocephalus,1980,4,1.795753747,0.110547118,1.66456461,1.676464359,1.795280099,1.915763081,1.927890182,other,stigmaindex
15950,Hydrocephalus,1983,3,1.302309508,0.046259337,1.251002908,1.256130056,1.315092266,1.338774064,1.340833351,other,stigmaindex
15975,Hydrocephalus,1986,0,,,,,,,,other,stigmaindex
16000,Hydrocephalus,1989,0,,,,,,,,other,stigmaindex
16025,Hydrocephalus,1992,0,,,,,,,,other,stigmaindex
16050,Hydrocephalus,1995,25,1.130913228,0.215508768,0.753158532,0.799734362,1.143280789,1.428796461,1.600427225,other,stigmaindex
16075,Hydrocephalus,1998,25,1.154013215,0.229340158,0.799461488,0.804006863,1.101666592,1.556901178,1.593759879,other,stigmaindex
16100,Hydrocephalus,2001,25,0.882791879,0.306816091,0.152417316,0.444366159,0.962775897,1.371333811,1.41203016,other,stigmaindex
16125,Hydrocephalus,2004,25,0.912285796,0.318207487,0.32593666,0.369069903,0.989611465,1.371217268,1.445941342,other,stigmaindex
16150,Hydrocephalus,2007,25,0.578242847,0.235687074,0.131523654,0.240066715,0.548796255,0.912869856,0.940575827,other,stigmaindex
16175,Hydrocephalus,2010,25,0.76200357,0.220142646,0.34955743,0.425250093,0.763734158,1.083353793,1.163488485,other,stigmaindex
16200,Hydrocephalus,2013,25,0.492285188,0.228706181,0.094881941,0.179853295,0.509024492,0.81929215,0.915951811,other,stigmaindex
16225,Hydrocephalus,2016,25,0.768078875,0.215560382,0.400803139,0.451684367,0.739076795,1.206202377,1.210954271,other,stigmaindex
16250,Hypertension,1980,25,1.046596085,0.151965412,0.713731259,0.729224535,1.071773976,1.249339327,1.333086103,behavioral,stigmaindex
16275,Hypertension,1983,25,1.038273885,0.144089006,0.743184321,0.819262118,1.066770613,1.288254269,1.326049298,behavioral,stigmaindex
16300,Hypertension,1986,25,1.190195465,0.124232742,0.890020415,1.055225365,1.167049319,1.378042949,1.46631512,behavioral,stigmaindex
16325,Hypertension,1989,25,0.804923358,0.105903851,0.624396957,0.675310048,0.80514171,0.963865525,1.153674871,behavioral,stigmaindex
16350,Hypertension,1992,25,0.74223732,0.141174024,0.447705634,0.488417231,0.732410155,0.935718002,0.991683587,behavioral,stigmaindex
16375,Hypertension,1995,25,0.746719828,0.083198721,0.605408736,0.608921428,0.766346261,0.860245963,0.877481602,behavioral,stigmaindex
16400,Hypertension,1998,25,0.765297889,0.065969426,0.660741314,0.671045954,0.770457655,0.89668465,0.906132549,behavioral,stigmaindex
16425,Hypertension,2001,25,0.686449836,0.094704289,0.493477479,0.506395298,0.686567552,0.83616264,0.887112409,behavioral,stigmaindex
16450,Hypertension,2004,25,0.707826665,0.089993151,0.495654665,0.578809703,0.712605547,0.822946743,0.845107965,behavioral,stigmaindex
16475,Hypertension,2007,25,0.446952218,0.103774106,0.22752484,0.256638977,0.463574741,0.601873167,0.609130688,behavioral,stigmaindex
16500,Hypertension,2010,25,0.60422976,0.143444929,0.360030506,0.422273587,0.562921528,0.877024497,0.883613512,behavioral,stigmaindex
16525,Hypertension,2013,25,0.512839315,0.114589771,0.347182765,0.372100314,0.504271101,0.663499907,0.853976592,behavioral,stigmaindex
16550,Hypertension,2016,25,0.505064102,0.101836039,0.293707188,0.329773633,0.514329673,0.671384237,0.697975542,behavioral,stigmaindex
16575,Inflammatory_bowel_disease,1980,1,1.137560457,,1.137560457,1.137560457,1.137560457,1.137560457,1.137560457,contested,stigmaindex
16600,Inflammatory_bowel_disease,1983,15,1.322380677,0.272524194,0.944555983,1.000452723,1.389854833,1.745635955,1.893374383,contested,stigmaindex
16625,Inflammatory_bowel_disease,1986,23,0.658305551,0.50244687,-0.347147018,-0.200144062,0.675675705,1.36992231,1.450458229,contested,stigmaindex
16650,Inflammatory_bowel_disease,1989,25,1.219223103,0.235434514,0.825067505,0.825698304,1.257753253,1.517642612,1.575867176,contested,stigmaindex
16675,Inflammatory_bowel_disease,1992,25,1.542836703,0.225743595,1.119547099,1.207759575,1.506303579,1.99144491,2.023389518,contested,stigmaindex
16700,Inflammatory_bowel_disease,1995,25,1.224052534,0.206369992,0.824397421,0.937905554,1.235893384,1.554021645,1.589247718,contested,stigmaindex
16725,Inflammatory_bowel_disease,1998,25,0.747048327,0.146564772,0.503832269,0.523227275,0.78455206,0.990437887,0.9938398,contested,stigmaindex
16750,Inflammatory_bowel_disease,2001,25,0.631292264,0.188107027,0.200196389,0.360837664,0.647652559,0.888137025,0.889485583,contested,stigmaindex
16775,Inflammatory_bowel_disease,2004,25,0.453949788,0.213788889,0.00847753,0.102468047,0.44906069,0.857286643,0.886308596,contested,stigmaindex
16800,Inflammatory_bowel_disease,2007,25,0.681974319,0.165412151,0.366833522,0.395426666,0.692329098,0.930053951,0.953801006,contested,stigmaindex
16825,Inflammatory_bowel_disease,2010,25,0.513677733,0.223696301,0.072287507,0.07859087,0.51881234,0.866089078,0.873446241,contested,stigmaindex
16850,Inflammatory_bowel_disease,2013,25,0.626759906,0.144300278,0.24640876,0.416255366,0.631161928,0.823590901,0.881588764,contested,stigmaindex
16875,Inflammatory_bowel_disease,2016,25,0.209885263,0.165417764,-0.077414155,-0.053834548,0.198195603,0.456034626,0.530805189,contested,stigmaindex
16900,Influenza,1980,25,2.084808149,0.149285895,1.70676899,1.846484642,2.069899112,2.294171383,2.29737407,infectious,stigmaindex
16925,Influenza,1983,25,2.110867101,0.20675143,1.630594939,1.718083504,2.127877891,2.472392392,2.49387753,infectious,stigmaindex
16950,Influenza,1986,25,2.008143563,0.134875378,1.654681057,1.819529537,2.021642327,2.222561936,2.265403867,infectious,stigmaindex
16975,Influenza,1989,25,1.716611632,0.153365112,1.360238373,1.484466622,1.708212584,1.925207962,2.069019884,infectious,stigmaindex
17000,Influenza,1992,25,1.421444991,0.11547232,1.18723923,1.228577821,1.434713334,1.627815902,1.632253349,infectious,stigmaindex
17025,Influenza,1995,25,1.257396084,0.105353533,0.996578097,1.111042504,1.252638429,1.411052431,1.439641804,infectious,stigmaindex
17050,Influenza,1998,25,1.229767224,0.088373375,1.086240292,1.096471696,1.230549991,1.381381401,1.384419292,infectious,stigmaindex
17075,Influenza,2001,25,1.150860721,0.084638506,0.99443692,1.011819379,1.161804438,1.278973254,1.323102444,infectious,stigmaindex
17100,Influenza,2004,25,0.782437876,0.089694662,0.580993443,0.658451209,0.78060184,0.908081191,0.926282361,infectious,stigmaindex
17125,Influenza,2007,25,0.596611946,0.095993013,0.448460426,0.472644353,0.597372822,0.706720216,0.874349996,infectious,stigmaindex
17150,Influenza,2010,25,1.1521154,0.090284447,0.991696417,1.023296516,1.140417591,1.277567658,1.313688517,infectious,stigmaindex
17175,Influenza,2013,25,1.046980901,0.113055346,0.810042411,0.864891332,1.071741879,1.225781459,1.236362308,infectious,stigmaindex
17200,Influenza,2016,25,1.025118807,0.104864084,0.809187151,0.829462767,1.023448572,1.158689659,1.198117673,infectious,stigmaindex
17225,Interstitial_cystitis,1980,0,,,,,,,,other,stigmaindex
17250,Interstitial_cystitis,1983,1,1.204628348,,1.204628348,1.204628348,1.204628348,1.204628348,1.204628348,other,stigmaindex
17275,Interstitial_cystitis,1986,0,,,,,,,,other,stigmaindex
17300,Interstitial_cystitis,1989,0,,,,,,,,other,stigmaindex
17325,Interstitial_cystitis,1992,2,0.706770133,0.185708155,0.575454637,0.585959877,0.706770133,0.827580389,0.838085629,other,stigmaindex
17350,Interstitial_cystitis,1995,23,0.944501219,0.406690358,0.098779023,0.180441593,0.968434893,1.510733717,1.565918073,other,stigmaindex
17375,Interstitial_cystitis,1998,5,0.657613499,0.250633282,0.379292633,0.399292472,0.577163257,0.967860332,0.993366376,other,stigmaindex
17400,Interstitial_cystitis,2001,2,0.906642772,0.011477714,0.898526803,0.89917608,0.906642772,0.914109464,0.914758742,other,stigmaindex
17425,Interstitial_cystitis,2004,0,,,,,,,,other,stigmaindex
17450,Interstitial_cystitis,2007,0,,,,,,,,other,stigmaindex
17475,Interstitial_cystitis,2010,1,0.41390815,,0.41390815,0.41390815,0.41390815,0.41390815,0.41390815,other,stigmaindex
17500,Interstitial_cystitis,2013,0,,,,,,,,other,stigmaindex
17525,Interstitial_cystitis,2016,0,,,,,,,,other,stigmaindex
17550,Kidney_disease,1980,25,1.234539157,0.215363199,0.798425332,0.813799275,1.319548473,1.481520257,1.495612383,behavioral,stigmaindex
17575,Kidney_disease,1983,25,1.442026685,0.196504048,1.16357553,1.174640651,1.407155901,1.76232381,1.94460848,behavioral,stigmaindex
17600,Kidney_disease,1986,25,1.509263589,0.192379377,0.991961569,1.223357929,1.516764194,1.757098497,1.868119806,behavioral,stigmaindex
17625,Kidney_disease,1989,25,1.025886258,0.195161378,0.707432337,0.719214452,1.04150977,1.317907935,1.3555509,behavioral,stigmaindex
17650,Kidney_disease,1992,25,0.879740133,0.156873189,0.603592478,0.64354634,0.848576605,1.073940238,1.242772549,behavioral,stigmaindex
17675,Kidney_disease,1995,25,0.661866614,0.163883788,0.388281862,0.400292391,0.680700991,0.933941694,0.981835991,behavioral,stigmaindex
17700,Kidney_disease,1998,25,1.014650432,0.152627336,0.740745526,0.805448904,0.987807728,1.264985951,1.303868726,behavioral,stigmaindex
17725,Kidney_disease,2001,25,0.595407221,0.134653899,0.338816904,0.347299403,0.604516454,0.794433631,0.890156277,behavioral,stigmaindex
17750,Kidney_disease,2004,25,0.498727201,0.182134524,0.261617139,0.268168059,0.493204065,0.785886262,1.051405475,behavioral,stigmaindex
17775,Kidney_disease,2007,25,0.464151,0.135556509,0.240413681,0.257711146,0.499920666,0.651602197,0.655548962,behavioral,stigmaindex
17800,Kidney_disease,2010,25,0.594183458,0.16322257,0.208216095,0.296861558,0.613006338,0.803350863,0.939039648,behavioral,stigmaindex
17825,Kidney_disease,2013,25,0.29740552,0.185419096,-0.109533709,0.069094921,0.264044446,0.590132867,0.663496677,behavioral,stigmaindex
17850,Kidney_disease,2016,25,0.915096926,0.143287282,0.698014271,0.712811671,0.914780071,1.14580402,1.159123205,behavioral,stigmaindex
17875,Leukaemia,1980,25,1.203207189,0.190702201,0.866628587,0.88514491,1.225241527,1.462395521,1.503801376,cancers,stigmaindex
17900,Leukaemia,1983,25,1.248177904,0.193871168,0.781699114,0.979579284,1.220772177,1.565325463,1.62877208,cancers,stigmaindex
17925,Leukaemia,1986,25,1.174444925,0.106867337,0.950781509,1.051583716,1.18449676,1.390416347,1.42534855,cancers,stigmaindex
17950,Leukaemia,1989,25,0.460279449,0.151280186,0.169782953,0.19909801,0.488537945,0.68762056,0.755085327,cancers,stigmaindex
17975,Leukaemia,1992,25,0.315017605,0.131399874,0.111414783,0.118499791,0.281232733,0.536153741,0.612242028,cancers,stigmaindex
18000,Leukaemia,1995,25,0.373626644,0.112535459,0.086234279,0.161305847,0.384489526,0.554979142,0.560533687,cancers,stigmaindex
18025,Leukaemia,1998,25,0.229093551,0.126234558,-0.02310618,-0.006645027,0.204201789,0.425981172,0.447494466,cancers,stigmaindex
